normalized_part_number,catalog_unified_id,sku,name,brand_part_number,source_vendor,canonical_product_id,canonical_sku
8821,45594,WPS-60-1946,SUPPORT BULLET TURN SIGNAL SHORT CHROME,8821,WPS,92150,CP-092151
8821,89731,VT-31-0327,Chrome Turn Signal Bracket Rear,8821,VTWIN,92150,CP-092151
8821,56804,WPS-874-1241,TIRE BATTLECRUISE H50 REAR 180/70B16 77H BIAS TL,8821,WPS,(none),(none)
77349,78369,VT-44-0889,Front Hub Cap Adapter Spacer,77349,VTWIN,161059,CP-161060
77349,61978,VT-15-7349,TRANSMISSION GASKET KIT,77-349,VTWIN,144668,CP-144669
288137G,24799,DS199247,Cam Set - 37G - Gear Drive - Twin Cam,288137G,PU,114453,CP-114454
288137G,59611,VT-10-8132,Andrews Cam Set Early Gear Drive #37G,288137G,VTWIN,142301,CP-142302
70260,25997,21070300,Custom Horn - 15 Spoke - Black - Big Twin,70-260,PU,115590,CP-115591
70260,70914,VT-32-1924,Ultima Output Starter Shaft,70-260,VTWIN,153604,CP-153605
70260,90224,VT-32-0424,Brake Switch Push Type,70260,VTWIN,172914,CP-172915
120040,33360,07060018,"Premium Fuel Line - Black - 3/16"" - 25'",12-0040,PU,122598,CP-122599
120040,16675,04120665,Fork Nut Cover - Black,120-040,PU,106726,CP-106727
120040,41799,WPS-820-50509,COMPLETE MNT KIT BREATHER HOSE CHROME BIGTWIN 93-17 NON-TBW,120040,WPS,130214,CP-130215
120040,36804,WPS-12-0040,"TYGON BLACK FUEL LINE 3/16""",12-0040,WPS,122598,CP-122599
70250,26013,21070200,Custom Horn - 10 Gauge - Black - Universal,70-250,PU,115606,CP-115607
70250,71070,VT-32-3102,Ultima Starter Solenoid Plunger Assembly,70-250,VTWIN,153760,CP-153761
291146,25794,DS199327,Cam - EV46 Grind - Evolution Big Twin,291146,PU,115388,CP-115389
291146,59240,VT-10-1146,Andrews Evolution EV46 Cam Shaft,291146,VTWIN,141930,CP-141931
207650,1790,DS199413,Countershaft - Transmission - '36-E'76 Harley-Davidson,207650,PU,92523,CP-092524
207650,86402,VT-17-7650,Transmission Countershaft,207650,VTWIN,169092,CP-169093
NHD7240607A,51532,WPS-850-08214,TMAP SENSOR FEMALE CONNECTOR `07-17 SINGEL ROW,NHD-72406-07A,WPS,137154,CP-137155
NHD7240607A,1555,21201211,T-Map Sensor Connector - Harley Davidson,NHD-72406-07A,PU,92294,CP-092295
202330C,60084,VT-11-1039,Kibblewhite Cast Iron Standard Exhaust Valve Guide,20-2330C,VTWIN,142774,CP-142775
202330C,19353,09260699,"Valve Guide - Exhaust - 0.5650"" OD - XL '57-E'83",20-2330C,PU,109300,CP-109301
77901,92112,VT-36-0893,1949 Glide Brake Tube Clamp,77901,VTWIN,174802,CP-174803
77901,35026,16010154,Shifter Kit - FL,77901,PU,124217,CP-124218
18535,26074,10100587,Billet Sucker and Big Sucker Replacement Gasket Kit,18-535,PU,115667,CP-115668
18535,71387,VT-32-8535,ULTIMA STARTER/HEADLAMP RELAY,18-535,VTWIN,154077,CP-154078
370494,70271,VT-32-0263,Chrome Duet Handlebar Button Switch Kit,370494,VTWIN,152961,CP-152962
370494,2465,06160204,Duet Handlebar Switch Kit - Dual Button - Chrome,370494,PU,93154,CP-093155
T030078,14416,07070013,Fuel Filter Kit - Touring,T03-0078,PU,104570,CP-104571
T030078,91911,VT-35-6106,Replacement Fuel Filter,T03-0078,VTWIN,174601,CP-174602
DBR1,28360,21010323,Single Points Ignition Booster Module,DBR-1,PU,117842,CP-117843
DBR1,71289,VT-32-7787,Dyna Ignition Booster For Single Point,DBR-1,VTWIN,153979,CP-153980
JGI04XL,61861,VT-15-1372,James Oil Pump Gasket Kit,JGI-04-XL,VTWIN,144551,CP-144552
JGI04XL,19557,09341637,Oil Pump Gasket/Seal Kit with DL-Style Gasket - XL,JGI-04-XL,PU,109500,CP-109501
6451,73104,VT-34-0628,Teardrop Air Cleaner Maltese Chrome,6451,VTWIN,155794,CP-155795
6451,55451,WPS-82-96333,POWRFLO 2-1 W/BILLET TIP CHROME FLH/FLT 17-25,6451,WPS,103346,CP-103347
6451,13104,18002215,Powr-Flo 2:1 Exhaust - Chrome - '17-'20 FL,6451,PU,103346,CP-103347
1013040006,2124,DS223407,"Black Vinyl Idle Cable - 32"" Length",1013040006,PU,92821,CP-092822
1013040006,92066,VT-36-0705,35.50 inch Black Idle Cable,101-30-40006,VTWIN,174756,CP-174757
1023040021,2139,DS223419,Stainless Steel Idle Cable - '96-'06 Sportster,1023040021,PU,92836,CP-092837
1023040021,92141,VT-36-1569,Braided Stainless Steel Idle Cable with 32.25 inch Casing,102-30-40021,VTWIN,174831,CP-174832
JGI2706278,9143,DS174822,Intake Manifold Seal,JGI-27062-78,PU,99496,CP-099497
JGI2706278,84671,VT-14-0626,Intake Manifold Seal,JGI-27062-78,VTWIN,167361,CP-167362
NHCXMB12,71134,VT-32-6654,Handlebar Wiring Harness 12 inch Extension Kit,NHCX-MB12,VTWIN,153824,CP-153825
NHCXMB12,11287,21200223,"Handlebar Wiring Extension - 12"" - '07-'13 FL",NHCX-MB12,PU,101593,CP-101594
NDP30036,48932,WPS-850-08400,DELPHI-PACKARD WEATHERPACK 50-PK STAMPED MALE CRIMP TERM,NDP-30036,WPS,135423,CP-135424
NDP30036,71555,VT-32-9643,Stamped Male Crimp Terminals,NDP-30036,VTWIN,154245,CP-154246
210009,26123,14010743,Fat Wrap Front Fender - HD Touring/Trike '99-'13,210-009,PU,115715,CP-115716
210009,77766,VT-42-1218,Alternator Inner Primary Cover Steel Black,210009,VTWIN,160456,CP-160457
77483,88501,VT-24-9911,Chrome Triple Tree Cover Trim Strip Set,77483,VTWIN,171191,CP-171192
77483,62011,VT-15-7483,TRANSMISSION GASKET KIT,77-483,VTWIN,144701,CP-144702
NDP38063,48939,WPS-850-08408,DELPHI-PACKARD WEATHERPACK 2-WIRE FEMALE CONNECTOR,NDP-38063,WPS,135430,CP-135431
NDP38063,71552,VT-32-9640,Wire Terminal 2 Wire Female Connector,NDP-38063,VTWIN,154242,CP-154243
A6778,84027,VT-12-1258,Cam Shaft Shim,A-6778,VTWIN,166717,CP-166718
A6778,14628,09250286,"Cam Shims - +0.015"" - Gear #2 - 45"" | K | KH | KHK | XL",A-6778,PU,104780,CP-104781
1013040015,5294,DS223919,"Black Vinyl Idle Cable - 32"" Length",1013040015,PU,95823,CP-095824
1013040015,92072,VT-36-0720,34.50 inch Black Idle Cable,101-30-40015,VTWIN,174762,CP-174763
DR3G,58765,WPS-850-08008,3-WIRE GREY DEUTSCH RCPTCL & WDGLCK HD# 72123-94GY,DR-3G,WPS,94598,CP-094599
DR3G,4024,21200041,Deutsch Receptacle - 3 Pin - Gray,DR-3G,PU,94598,CP-094599
DR3G,90971,VT-32-9606,Deutsch Sealed Connector Component 3 Wire,DR-3G,VTWIN,173661,CP-173662
NHD3243597,11307,21201447,Ignition Harness,NHD-32435-97,PU,101613,CP-101614
NHD3243597,90621,VT-32-2227,Replacement Complete Ignition Harness,NHD-32435-97,VTWIN,173311,CP-173312
NFATO5,1294,21300085,Fuses - ATO - 5 A - 5 Pack,NF-ATO-5,PU,92047,CP-092048
NFATO5,58913,WPS-850-08416,5-AMP ATO FUSE HD# 72302-89 5-PK,NF-ATO-5,WPS,92047,CP-092048
NFATO5,90709,VT-32-6563,Replacement Fuse 5 Amp,NF-ATO-5,VTWIN,173399,CP-173400
60121,26215,44010188,Whip Antenna,60-121,PU,115804,CP-115805
60121,5926,16202665,Frame Mounted Adjustable Highway Peg Mount - Standard - Black,60121,PU,96420,CP-096421
NTBW3231008A,23406,21300348,Twist Grip Sensor - Throttle-By-Wire - '14-'15,NTBW-32310-08A,PU,113126,CP-113127
NTBW3231008A,51393,WPS-850-08211,TBW TWIST GRIP SENSOR `14-15 HD MODELS,NTBW-32310-08A,WPS,113126,CP-113127
NTBW3231008A,92085,VT-36-0793,Namz Throttle By Wire Twist Grip Sensor,NTBW-32310-08A,VTWIN,174775,CP-174776
71600,26227,02130800,Hub - Cartridge - Front/Dual Disc - Black - '08-'25 Touring/Trike,71-600,PU,115816,CP-115817
71600,78578,VT-45-0697,Stainless Steel 18 inch Spoke Set,71600,VTWIN,161268,CP-161269
210006,26257,14010741,Pro Sport Fat Front Fender,210-006,PU,115844,CP-115845
210006,77585,VT-42-0617,Alternator Inner Primary Cover Steel Chrome,210006,VTWIN,160275,CP-160276
84419,13549,17310209,Master Cylinder Rebuild Kit - Front,84419,PU,103774,CP-103775
84419,87648,VT-23-0857,Handlebar Master Cylinder Rebuild Kit,84419,VTWIN,170338,CP-170339
18040,26276,10112851,Replacement Big Sucker Stage 1 Air Filter - Sportster,18-040,PU,115863,CP-115864
18040,55040,WPS-58-54085,SYNTHETIC HIGH PERFORMANCE OIL 10W40 6GAL BIB,18040,WPS,139463,CP-139464
H070603,8238,06101684,Slotted Wide Blade Lever Set - Chrome,H07-0603,PU,98609,CP-098610
H070603,67088,VT-26-0002,Chrome 3-Slot Wide Hand Lever Set,H07-0603,VTWIN,149778,CP-149779
202032,24819,DS202032,"HP-Plus® Drag Pipe Baffle - 2""",202032,PU,114472,CP-114473
202032,37352,WPS-191-57019,GUIDE EX +0.002 BRONZE HD PAN 48-65 & SHOVEL 66-77,20-2032,WPS,126381,CP-126382
78406,85628,VT-15-8406,INTAKE MANIFOLD GASKET,78-406,VTWIN,168318,CP-168319
78406,70672,VT-32-1481,Side Hinge Ignition Switch Chrome with Fork Lock,78406,VTWIN,153362,CP-153363
18442,26312,10101463,Big Sucker™ Air Filter Kit - Black - Stage I,18-442,PU,115899,CP-115900
18442,71373,VT-32-8442,Ultima 8mm High Performance Spark Plug Wire Set Blue,18-442,VTWIN,154063,CP-154064
77715,74259,VT-35-0850,Carburetor Body Rebuild Kit,77715,VTWIN,156949,CP-156950
77715,83932,VT-15-7715,"CAM COVER GASKET KIT, FOAMET",77-715,VTWIN,166622,CP-166623
40127,90912,VT-32-9097,Wiring Connector Block 10-Pin Insulator,40127,VTWIN,173602,CP-173603
40127,71341,VT-32-8097,Yellow 25' Cloth Covered Wire,40127,VTWIN,154031,CP-154032
359016,62775,VT-16-9016,Tire Bead Starter Tool,35-9016,VTWIN,145465,CP-145466
359016,37571,WPS-235-9016,TIRE BEAD STARTER,35-9016,WPS,126587,CP-126588
81034,26321,10102094,Monster Sucker® Air Cleaner Kit - Chrome,81-034,PU,115908,CP-115909
81034,90773,VT-32-7561,Volt Tech Regulator Black,81034,VTWIN,173463,CP-173464
4124038C,81877,VT-54-0038,12-1/2 inch Progressive 412 Series Shock Set,412-4038C,VTWIN,164567,CP-164568
4124038C,34705,DS310038,"412 Series Shock - 12.5"" - Standard - Chrome - Dyna",412-4038C,PU,123908,CP-123909
300200,26353,12102784,Chain Drive Kit - 57 Tooth - Natural - FLT/FLH,300-200,PU,115939,CP-115940
300200,31664,06012851,"1"" Handlebar - Ape Hanger - 10"" - Chrome",300200,PU,120946,CP-120947
300200,63906,VT-19-0768,Touring Rear Chain Drive Kit Zinc,300-200,VTWIN,146596,CP-146597
300200,63749,VT-19-0287,M8 York Rear Chain Drive Kit,300-200,VTWIN,146439,CP-146440
77703,95193,VT-49-2562,Breather Valve,77703,VTWIN,177883,CP-177884
77703,11693,16010179,Shifter Kit - FL/FX,77703,PU,101989,CP-101990
78543,85659,VT-15-8453,TRANSMISSION TOP COVER GASKET,78-543,VTWIN,168349,CP-168350
78543,62172,VT-15-8543,AFM CAM COVER GASKET,78-543,VTWIN,144862,CP-144863
112187,35216,10030353,Carburetor Float - Super B/E/G,11-2187,PU,124401,CP-124402
112187,74708,VT-35-9183,S&S Carburetor Replacement Float,11-2187,VTWIN,157398,CP-157399
18500,26403,DS288880,Big Sucker™ Air Filter Kit - Natural - Stage I,18-500,PU,115989,CP-115990
18500,42055,WPS-820-52800,MIRROR OE STYLE TAPERED LONG STEM CHROME,18-500,WPS,130421,CP-130422
18500,72874,VT-34-0112,Big Sucker Air Cleaner Kit Stage 1,18-500,VTWIN,155564,CP-155565
472019,26412,10090080,Fuel Pump Rebuild Kit - Softail/Touring/V-Rod,47-2019,PU,115998,CP-115999
472019,50216,WPS-24-72019,FUEL PUMP KIT,47-2019,WPS,115998,CP-115999
472019,91861,VT-35-1727,EFI Replacement Fuel Pump Kit,47-2019,VTWIN,174551,CP-174552
40049,4641,20402676,Filler Panel Light - Red Lens - Red LEDs - Black,40049,PU,95192,CP-095193
40049,12610,10102954,VO2 Falcon Air Intake Kit - Weaved Carbon Fiber,40049,PU,102874,CP-102875
DP8B,8466,21200060,Deutsch Plug - 8 Pin - Black,DP-8B,PU,98832,CP-098833
DP8B,58782,WPS-850-08025,8-WIRE BLACK DEUTSCH PLUG & WDGLCK HD# 72118-94BK,DP-8B,WPS,98832,CP-098833
DP8B,90991,VT-32-9625,Deutsch Sealed 8 Wire Connector Component,DP-8B,VTWIN,173681,CP-173682
300905,4462,24011697,Bolt Kit - Holeshot/Front/Floating/Brake Rotor - Spoke Mount - Polished - 5 Pack,300-905,PU,95020,CP-095021
300905,16977,06015662,Street-X Handlebars - Low Bend - Black,300905,PU,107011,CP-107012
111131,66439,VT-24-2048,41mm Fork Spring Kit,11-1131,VTWIN,149129,CP-149130
111131,24839,DS222048,Fork Springs - 41.00 mm,11-1131,PU,114492,CP-114493
H0707904,8215,06150275,Brake/Clutch Control Clamp Half - Chrome,H07-0790-4,PU,98587,CP-098588
H0707904,88795,VT-26-2229,Clutch Hand Lever and Master Cylinder Clamp Chrome,H07-0790-4,VTWIN,171485,CP-171486
JGI6053994KF,19573,09344616,Primary Gasket,JGI-60539-94-KF,PU,109515,CP-109516
JGI6053994KF,61831,VT-15-1333,James Foamet Beaded Primary Cover Gasket Kit,JGI-60539-94-KF,VTWIN,144521,CP-144522
251394,2824,251394,Wheel Bearing Kit - Front/Rear - Dyna/Sportster/Touring/V-Rod,25-1394,PU,93480,CP-093481
251394,57531,WPS-22-51394,FRONT/REAR WHEEL BEARING/SEAL KIT,25-1394,WPS,140294,CP-140295
63584D,76126,VT-38-0736,Replica King 3.2 Gallon Gas Tank,63584D,VTWIN,158816,CP-158817
63584D,2761,07010836,Custom Gas Tank - Diamond - 3 Gallons - Sportster,63584D,PU,93419,CP-093420
6083010011,26563,11300205,Scorpion Clutch - Mechanical - Twin Cam,6083010011,PU,116146,CP-116147
6083010011,63480,VT-18-1157,Barnett Scorpion Clutch Kit,608-30-10011,VTWIN,146170,CP-146171
6083010098,26606,DS223720,Scorpion Clutch,6083010098,PU,116188,CP-116189
6083010098,63581,VT-18-3852,Barnett Scorpion Clutch Kit,608-30-10098,VTWIN,146271,CP-146272
6083010090,26643,DS223721,Scorpion Clutch,6083010090,PU,116225,CP-116226
6083010090,63580,VT-18-3842,Barnett Scorpion Clutch Kit,608-30-10090,VTWIN,146270,CP-146271
S770134,7614,35010603,Saddlebag Support Brackets - Chrome - FL '04-'08,S77-0134,PU,98027,CP-098028
S770134,94961,VT-49-0798,Lower Saddlebag Guard Set Chrome,S77-0134,VTWIN,177651,CP-177652
6083010036,26645,DS223723,Scorpion Clutch,6083010036,PU,116227,CP-116228
6083010036,63578,VT-18-3822,Barnett Scorpion Clutch Kit,608-30-10036,VTWIN,146268,CP-146269
3073010011,26646,DS223739,Extra Plate Clutch Kit - Aramid - Buell/'90-'97 Big Twin/'91-'13 XL,3073010011,PU,116228,CP-116229
3073010011,63523,VT-18-3233,Barnett Extra Clutch Plate Set,307-30-10011,VTWIN,146213,CP-146214
DC65,71520,VT-32-9285,Ignition Coil Mini Dual Output Towers,DC6-5,VTWIN,154210,CP-154211
DC65,36925,WPS-133-1082,IGNITION COIL 3 OHM DUAL PLUG TWIN FIRE II SINGLE FIRE,DC6-5,WPS,117845,CP-117846
DC65,28363,DC65,Twin Fire II Miniature 3 Ohm Coil - '70-'98,DC6-5,PU,117845,CP-117846
78711,62223,VT-15-8711,"ULTIMA BASE GASKET, REAR, PAPER",78-711,VTWIN,144913,CP-144914
78711,91890,VT-35-2000,Linkert Carburetor Float Bowl,78711,VTWIN,174580,CP-174581
21201,74367,VT-35-1201,Replacement Fuel Filter Black,21-201,VTWIN,157057,CP-157058
21201,45611,WPS-830-0130,WEEKDAY SOLO IST SEAT FLHC FLDE FLSL FXBB `18-UP,21-201,WPS,133166,CP-133167
BTX14,26798,11311805,Clutch Plates - '98-'17 Big Twin,BTX-14,PU,116376,CP-116377
BTX14,40973,WPS-810-5008,E1 CLUTCH KIT EX PLT BT 5/6SPD FRICTIONS PLATES AND SPRING,BTX-14,WPS,129544,CP-129545
TPS29,26817,DS360047,Transmission Pulley - 29T,TPS-29,PU,116394,CP-116395
TPS29,64114,VT-20-0651,BDL Front Pulley 29 Tooth,TPS-29,VTWIN,146804,CP-146805
76472S,26830,DS360115,"Belt Drive - 2"" - 8 mm - '55-E'84",76-47-2S,PU,116406,CP-116407
76472S,64099,VT-20-0619,BDL Belt Drive Kit 8mm,76-47-2S,VTWIN,146789,CP-146790
NWR2410020,54004,WPS-850-09212,100' SPOOL 20-GAUGE WIRE (RED/YELLOW STRIPE),NWR-24-100-20,WPS,138794,CP-138795
NWR2410020,18517,21201316,100' Wire Spool - 20 Gauge - Red/Yellow,NWR-24-100-20,PU,108506,CP-108507
81016,2232,DS193710,Axle Adjuster - Rear - Kit - '86-'96 Sportster,8101-6,PU,92928,CP-092929
81016,30408,04140733,Steering Damper - Chrome - '21-'25 RH1250S,81016,PU,119711,CP-119712
BA080000,15297,22100607,D2 LCD - Multifunction Meter,BA080000,PU,105441,CP-105442
BA080000,51672,WPS-27-57011,"LCD HUD GAUGE `22-23 FXST FXLRST `18-23 FXBBS,FXBRS",BA080000,WPS,137260,CP-137261
H070587,30284,06100220,Slotted Wide Blade Lever Set - Chrome,H07-0587,PU,119598,CP-119599
H070587,67249,VT-26-0895,Chrome Slotted Hand Lever Set,H07-0587,VTWIN,149939,CP-149940
350103,92873,VT-37-8660,Cotter Pins 1/16 inch x 1/2 inch Zinc Plated,35-0103,VTWIN,175563,CP-175564
350103,87353,VT-23-0107,Brake Pedal Bracket Rear Chrome,35-0103,VTWIN,170043,CP-170044
77081,27086,24010535,Bushing Set - Seat Post,7708-1,PU,116631,CP-116632
77081,77829,VT-42-1534,Smooth Frame Cover Trim Set,77081,VTWIN,160519,CP-160520
1013030008,92200,VT-36-2503,44.375 inch Black Throttle Cable,101-30-30008,VTWIN,174890,CP-174891
1013030008,4922,DS223876,"Black Vinyl Throttle Cable - 42"" Length",1013030008,PU,95465,CP-095466
BA080020,15306,22100661,D2 LCD - Multifunction Meter,BA080020,PU,105449,CP-105450
BA080020,54442,WPS-27-57013,D2 HUD GAUGE `14-17 FXD XL FXST,BA080020,WPS,138972,CP-138973
202122C,31762,09260723,"Valve Guide - Intake - 0.5640"" OD - Twin Cam '99-'04 | XL '86-'03",20-2122C,PU,121042,CP-121043
202122C,60152,VT-11-1184,Precision Machine Evolution Intake Valve Guide .002,20-2122C,VTWIN,142842,CP-142843
202122C,37403,WPS-191-57053C,GUIDE INTAKE +0.002 CAST IRON HD EVO 84-99 SPORTSTER 86-03,20-2122C,WPS,126432,CP-126433
3497X,61035,VT-11-9759,Wiseco Piston Ring Set,3497X,VTWIN,143725,CP-143726
3497X,23827,3497X,Ring Set,3497X,PU,113517,CP-113518
P4829,23856,24010998,Bolt Kit - Motor Case - Socket-Head - Chrome - M8,P-48-29,PU,113546,CP-113547
P4829,45813,WPS-830-1096,MOTOR CASE SET FLT M8,P-48-29,WPS,133311,CP-133312
062015,44336,WPS-820-70207,MASTER CYLINDER REBUILD KIT 14MM,062015,WPS,132299,CP-132300
062015,28672,17310611,Rear Master Cylinder Repair Kit - 14mm,062015,PU,118116,CP-118117
358034,2560,13020654,Swingarm Bumper - '00-'17 FLST/FXST,358034,PU,93242,CP-093243
358034,45910,WPS-820-5384,SOFTAIL SWING ARM BUMPERS 00-17 SOFTAILS,358034,WPS,133387,CP-133388
HD2,93543,VT-40-0378,Perf-form Spin On Oil Filter,HD-2,VTWIN,176233,CP-176234
HD2,4190,06040002,Heavy-Duty Handlebar Riser Bushings - Softail/Touring/Trike,HD-2,PU,94752,CP-094753
BA064911,9513,22100664,HD-03L Gauge Kit - Blue Display,BA064911,PU,99858,CP-099859
BA064911,54445,WPS-28-61047,4 PIECE BLUE LED GAUGES `14-22 FLHT FLHX FLTR,BA064911,WPS,138975,CP-138976
339909,94192,VT-44-0008,Chrome Front Axle Kit,339909,VTWIN,176882,CP-176883
339909,51188,WPS-820-54160,FRONT AXLE KIT `18-UP FLFB/S,339909,WPS,136933,CP-136934
JGI2522570X,9100,DS174201,Cam Cover Gasket Silicone - Shovelhead/Big Twin,JGI-25225-70-X,PU,99453,CP-099454
JGI2522570X,85154,VT-15-0713,James Cam Cover Gasket .030,JGI-25225-70-X,VTWIN,167844,CP-167845
1214,73702,VT-34-2114,Ultima Free Flow Milled Air Cleaner Kit Polished,12-14,VTWIN,156392,CP-156393
1214,92736,VT-37-1423,Fillister Head Screws 10-24 x 3/4 inch,1214,VTWIN,175426,CP-175427
B281257,27214,13102497,"Stiletto Shock - 13"" - Black/Red - Heavy Duty",B28-1257,PU,116748,CP-116749
B281257,56043,WPS-750-05581,"STILETTO SHOCKS 13"" TOURING `95-25 HVY WEIGHT",B28-1257,WPS,(none),(none)
JGI1735304,85477,VT-15-1449,James Rocker Cover Gasket,JGI-17353-04,VTWIN,168167,CP-168168
JGI1735304,441,09341848,Rocker Top Cover Gasket - '04-'06 Sportster,JGI-17353-04,PU,91234,CP-091235
2025,93578,VT-40-0525,Gas and Oil Line Fitting,2025,VTWIN,176268,CP-176269
2025,68543,VT-29-2025,Speedster 1-3/4 inch 2 into 1 Exhaust Header Set Black,2025,VTWIN,151233,CP-151234
2028,93579,VT-40-0527,Gas and Oil Line Fitting,2028,VTWIN,176269,CP-176270
2028,68544,VT-29-2028,Speedster 1-3/4 inch 2 into 1 Exhaust Header Set Chrome,2028,VTWIN,151234,CP-151235
70007,27294,24040632,Caps - Rocker Box/Bolt - Peaked - Chrome,70007,PU,116828,CP-116829
70007,94570,VT-45-0329,Chrome Front Wheel Hub,70007,VTWIN,177260,CP-177261
A2434687A,8502,09240170,Bearing Set - Connecting Rod - Standard - Late'86-'99 Big Twin,A-24346-87A,PU,98868,CP-098869
A2434687A,96649,VT-10-2556,Connecting Rod Bearing Set Steel,A-24346-87A,VTWIN,179339,CP-179340
40373,27319,20101499,Taillight/License Plate Holder - Red Lens - Chrome,40373,PU,116853,CP-116854
40373,12655,10102895,VO2 Rogue Air Intake Kit - Wrinkle Black,40373,PU,102918,CP-102919
40373,82623,VT-73-373,Hex Head Machine Screw 3/8 inch x 1-1/4 inch Stainless Steel,40-373,VTWIN,165313,CP-165314
50117,27336,44020582,Fairing Mount - '14-'20 FLHT,50117,PU,116870,CP-116871
50117,50173,WPS-85-4176,VALVE STEM INSTALLATION TOOL,50117,WPS,136304,CP-136305
BDL30853ST,26827,DS360007,"Replacement Primary Belt - 1-1/2"" - 132T - 8 mm",BDL-30853 ST,PU,116403,CP-116404
BDL30853ST,63986,VT-20-0100,8mm Standard Replacement Belt 132 Tooth,BDL-30853 ST,VTWIN,146676,CP-146677
40174,27363,20101456,Taillight - Red Lens - Black,40174,PU,116897,CP-116898
40174,70524,VT-32-1216,Universal Braided Wire Kit 7mm,40174,VTWIN,153214,CP-153215
BDL138K,26818,DS360086,"Replacement Primary Belt - 1-5/8"" - 138T - 8 mm",BDL-138K,PU,116395,CP-116396
BDL138K,64109,VT-20-0630,BDL 8mm Replacement Belt 138 Tooth,BDL-138K,VTWIN,146799,CP-146800
70021,27375,24040839,Caps - Engine/Bolt/Cover - Crown/Diamond-Cut - Chrome - M8,70021,PU,116909,CP-116910
70021,94933,VT-49-0628,Alemite Grease Fitting Raw,70021,VTWIN,177623,CP-177624
3200403,35955,09220113,"Flywheel Assembly - 4.00"" - w/o Sprocket Bearing Race - 88""/95""/100"" Twin Cam ""A"" '99-'02",320-0403,PU,125110,CP-125111
3200403,59530,VT-10-3500,S&S Twin Cam Flywheel Assembly 4 inch Stroke,320-0403,VTWIN,142220,CP-142221
202140,34610,DS375001,Smooth Milled Billet Inspection Cover,202140,PU,123820,CP-123821
202140,43673,WPS-812-02054,INSPECTION COVER SMOOTH CHROME,202140,WPS,131726,CP-131727
206589SALED,41324,WPS-820-0370A,LED BULLET MARKER LIGHT CHROME W/AMBER LENS,20-6589SALED,WPS,129853,CP-129854
206589SALED,7921,78052069,BulletvMarker Lights - LED - Amber Lens - Chrome,20-6589SALED,PU,98308,CP-098309
206589SALED,71789,VT-33-0473,Mini LED Bullet Amber Lens Marker Lamp Set,20-6589SALED,VTWIN,154479,CP-154480
987316,27522,19133012,Mounting Kit - Inner Primary - Hex - '94-'99 Softail,9873-16,PU,117049,CP-117050
987316,44168,WPS-830-1196,INNER PRIMARY MOUNT KIT SOFTAIL 94-99 DYNA 94-98,9873-16,WPS,132154,CP-132155
4311CH,35027,DS390233,Hex Fuel Valve - Chrome - 22 mm,4311-CH,PU,124218,CP-124219
4311CH,74681,VT-35-9085,Pingel Metric Hex Petcock Right Spigot with Nut Chrome,4311-CH,VTWIN,157371,CP-157372
4311CR,35049,DS390250,Round Fuel Valve - Chrome - 22 mm,4311-CR,PU,124239,CP-124240
4311CR,74729,VT-35-9311,Pingel Metric Smooth Petcock Right Spigot with Nut Chrome,4311-CR,VTWIN,157419,CP-157420
13608,66099,VT-24-0663,Cone Cover Nut Cone Type,13608,VTWIN,148789,CP-148790
13608,88109,VT-24-0095,Chrome Front Brake Cable Tube,13608,VTWIN,170799,CP-170800
202024,37388,WPS-191-57045,GUIDE INTAKE +0.004 BRONZE HD PAN 48-65 & SHOVEL 66-77,20-2024,WPS,126417,CP-126418
202024,60022,VT-11-0954,Kibblewhite Ampco 45 .004 Intake Valve Guide,20-2024,VTWIN,142712,CP-142713
102011,2721,21020334,Dual-Fire Ignition Coil - Black - V-Rod,10-2011,PU,93385,CP-093386
102011,53449,WPS-820-60414,HD HP COIL EFI VROD 02-15,10-2011,WPS,138445,CP-138446
22971,27615,24010439,Drain Plug - Oil Tank with Gasket - Magnetic - Zinc,2297-1,PU,117138,CP-117139
22971,45570,WPS-830-1204,TRANS DRAIN PLUG ZINC STOCK BIG TWIN 00-UP,2297-1,WPS,133126,CP-133127
